Title,Genre,User Rating,Number of Votes,Runtime,Year,Summary,Stars,Certificate,Metascore,Gross,Episode,Episode Title,Init,Ongoing
Kinema No Yoru/Film Night,"Animation, Short",,,3 min,(1986 Video),"The first almost entirely ""animated"" work within the oeuvre of Peter Callas, ""Kinema No Yoru"" introduces the motif of the menko playing card as a recurrent symbol. Popular among Japanese children, menko's colorful appeal is underscored by a darker ideological bias in the set of cards at Callas' disposal. Disjunctive images of war and territorial conquest (human bombs, brave feats, gas masks) thus convey more about Japan's colonial aspirations than of the game's competitive nature in the simple winning and losing of the iconic cards. The introduction of political and propagandist imagery reflects the artist's profound skepticism toward notions of universal truth and authenticity of experience.",,,,,0,,1986,No
Magica Wars,"Animation, Action, Fantasy",5.6,18,4 min,(2014– ),"Mahou Shoujo Taisen is a project created from a variety show for the Otaku ""2.5 Chigen TV"" (2.5 Dimension TV). The characters are the mahou shoujo that represent each local town in Japan. The characters that won from the second illustration competitions that were held on pixiv will appear in the anime.","Kôichi Yamadera,Kappei Yamaguchi,Shigeru Chiba,Mitsuo Iwata",,,18,0,,2014,Yes
ToHeart2ad: Happy New Year,"Animation, Short, Comedy",7.4,9,28 min,(2008 Video),"Takaaki and his group of female friends visit the shrine and spend the night until the first sunrise of the new year together. They get fortune cookies whose (mostly negative) predictions all turn out to come true in a strange way; there is only one predicting a positive outcome: Yuma whose luck poem tells her she will ""fall in love with someone close to her whom she did not see with much interest before"" - could that be Taka-kun, her ""eternal enemy""?",,,,9,0,,2008,No
Eiichi Yamamoto,"Animation, Drama, History",,,43 min,(1991 Video),"A father and daughter in Japan climb to the top of a ridge to watch the moonrise. As they wail, an old man tells them his story. An adaptation of Tetsuya Takeda's story about the relationship between a Japanese child and an American soldier.",,,,,0,,1991,No
Yoasobi: Probably,"Animation, Music",,,4 min,(2020 Music Video),,,,,,0,,2020,No
Aqours: Mitaiken Horizon,"Animation, Music",,,8 min,(2019 Music Video),,"Rikako Aida,Ai Furihata,Anju Inami,Aika Kobayashi",,,,0,,2019,No
Seisho genso-fu: Adam to Eve,"Animation, Short",,,,(1951),,,,,,0,,1951,No
Toram Online,"Animation, Action, Adventure",,,,(2015 Video Game),,,T,,,0,,2015,No
Hirusagari no hitozuma (Otto no inai ma ni),"Animation, Short",,,3 min,(1996),,,,,,0,,1996,No
Nanja monja obake,"Animation, Short",,,5 min,(1994),,,,,,0,,1994,No
War Bird,"Animation, Short",,,7 min,(1995),,,,,,0,,1995,No
Dir en Grey: Glass Skin,"Animation, Music",,,4 min,(2008 Music Video),"A music video for Dir en Grey's song ""Glass Skin"".","Die,Dir en Grey,Kaoru,Kyo",,,,0,,2008,No
Dramatic Memory Honoo no Alpenrose: Love-Me Road o Kakete,Animation,,,77 min,(1986 Video),Summary of second half of Honoo no Alpenrose featuring a new dubbing and reworked scenes.,,,,,0,,1986,No
Daft Punk: Superheroes,"Animation, Music",5.4,9,4 min,(2001 Music Video),,,,,9,0,,2001,No
Only U: Hyperpop Star,"Animation, Music",,,2 min,(2021 Music Video),,,,,,0,,2021,No
Tayutaum,Animation,,,,(2013),,,,,,0,,2013,No
Fûga no gihou,"Animation, Short",,,19 min,(2001),,,,,,0,,2001,No
Midori no uta,"Animation, Short",,,10 min,(1996),,,,,,0,,1996,No
Kaze no mitamono,"Animation, Short",,,10 min,(1994),,,,,,0,,1994,No
Raion no koushin,"Animation, Short",,,2 min,(1996),,,,,,0,,1996,No
Banana,"Animation, Short",,,6 min,(1991),"After a hectic working day, a man falls asleep at his desk, exhausted. He wakes up and realizes.",,,,,0,,1991,No
The Stupid Teacher,"Animation, Short",,,3 min,(1945),,,,,,0,,1945,No
Ringogo ringo: Okaeri watashi,"Animation, Short",,,6 min,(2015),,,,,,0,,2015,No
Hisutori Kikan,"Animation, Short",,,,(2015),,,,,,0,,2015,No
MonyPetzJnkmn: Spacy,"Animation, Music",,,3 min,(2017 Music Video),,,,,,0,,2017,No
Heavenly,"Animation, Short",,,4 min,(1998 Video),,,,,,0,,1998,No
Ikiru,"Animation, Short",,,5 min,(1996),,,,,,0,,1996,No
King Kong,"Animation, Short",,,2 min,(1952),,,,,,0,,1952,No
Find Your One Way,"Animation, Music",,,2 min,(2022 Music Video),,,,,,0,,2022,No
Home Alone Mice,"Animation, Short",5.2,47,3 min,(1931),"This anime shows a mission commanded by the Lord of the Rats to bring food, but a cat is watching the mice, so the Lord of the Rats orders them to kill the Cat so that the mission is successful.",,,,47,0,,1931,No
Marching,"Animation, Short",,,3 min,(1996),,,,,,0,,1996,No
Saki: Achiga-Hen Episode of Side-A Portable,Animation,,,,(2013 Video Game),,"Minori Chihara,Ami Koshimizu,Kana Ueda",,,,0,,2013,No
Lex feat. Only U & Sleet Mage: Street Fighter 888,"Animation, Music",,,4 min,(2019 Music Video),,,,,,0,,2019,No
Roball Tree,"Animation, Short",,,4 min,(2009),,,,,,0,,2009,No
Shinekarikyura machîn,"Animation, Short",,,3 min,(1995),,,,,,0,,1995,No
Spotlight,"Animation, Short",,,3 min,(1971),,,,,,0,,1971,No
Ecophan,"Animation, Short",,,40 min,(2009),,,,,,0,,2009,No
Haru no akubi,"Short, Animation",,,1 min,(1995),,,,,,0,,1995,No
Urutora raifu,"Animation, Short",,,5 min,(1995),,,,,,0,,1995,No
My Next Life as a Villainess: All Routes Lead to Doom! The Pirate Who Summons Trouble,"Animation, Adventure, Comedy",,,,(2021 Video Game),"Catarina and her friends go on an ocean cruise. But when pirates suddenly attack, another doom flag appears for her to overcome.","Maaya Uchida,Shouta Aoi,Saori Hayami,Yoshimasa Hosoya",,,,0,,2021,No
Doissaikuu,"Animation, Short",,,10 min,(2011),,,,,,0,,2011,No
Bubble Bobble Revolution,"Animation, Action, Adventure",,,,(2005 Video Game),Bub and Bob are back as they fight their way through 100 levels in Classic mode or New Age mode.,,,,,0,,2005,No
Kakyuusei: Hajimemashite Tina!,"Animation, Short, Romance",,,,(2000 Video),,,,,,0,,2000,No
2nd Stage Boss,"Animation, Short",,,2 min,(2016),,,,,,0,,2016,No
Yoasobi: Sangenshoku (Ahamo Special Movie Version),"Animation, Music",,,3 min,(2021 Music Video),,,,,,0,,2021,No
Moving High,"Animation, Short",,,,(2013),,,,,,0,,2013,No
Carpe Diem,Animation,,,,(2015 Video Game),"In this very short kinetic novel, you will play as Jung who's meeting up and hanging out with a girl named Ai. Spend your time wisely.",,,,,0,,2015,No
Koisuru nezumi,"Animation, Short",,,14 min,(2009),,,,,,0,,2009,No
Daft Punk: Digital Love,"Animation, Music",6.5,18,4 min,(2001 Music Video),,,,,18,0,,2001,No
Yôsei hime lane,"Animation, Comedy",,,,(2000 Video),,,,,,0,,2000,No
Boku wa sugu ni nigetanda: Higashinihon daishinsai kara manandakoto,"Animation, Short",,,14 min,(2012),,,,,,0,,2012,No
Touhou 2 Fuumaroku: Story of Eastern Wonderland,"Animation, Action, Fantasy",,,,(1997 Video Game),"The protagonist, a resident shrine maiden Reimu Hakurei, returns from a training session in the mountains only to find the Hakurei Shrine overrun by a contingent of ghosts and youkai (demons). Excited at the opportunity to test her fledgling abilities, she takes the powerful Hakurei Yin-Yang Orbs and takes off on the back of her turtle Genjii to seek out the source of the invasion.",,,,,0,,1997,No
Mugen,"Animation, Short",,,3 min,(1996),,,,,,0,,1996,No
Asahi's fleet,Animation,,,,(2015),,,,,,0,,2015,No
Nill Point Work One,"Animation, Short",,,5 min,(1996),,,,,,0,,1996,No
Sakura Wars: The Gorgeous Blooming Cherry Blossoms Act 6: The Time Will Come,"Animation, Short, Action",,,30 min,(2000 Video),,,,,,0,,2000,No
Stories,"Animation, Family",,,63 min,(2007 Video),,,,,,0,,2007,No
Dramatic Memory Honoo no Alpenrose: Sepia-iro no Meiro,Animation,,,76 min,(1986 Video),Summary of first half of Honoo no Alpenrose featuring a new dubbing and reworked scenes.,,,,,0,,1986,No
Territory,"Animation, Short",,,10 min,(1996),,,,,,0,,1996,No
Aqours: Happy Party Train,"Animation, Music",,,8 min,(2017 Music Video),,"Rikako Aida,Ai Furihata,Anju Inami,Aika Kobayashi",,,,0,,2017,No
Kappa,"Animation, Short",,,8 min,(II) (1994),,,,,,0,,1994,No
24 Eyes,"Animation, Drama",,,,(1980 TV Movie),,,,,,0,,1980,No
Namahage densetsu,"Animation, Short",,,1 min,(1999),,,,,,0,,1999,No
Maho senshi suitonaitsu,Animation,,,,(2002 Video Game),,,,,,0,,2002,No
Dir En Grey: Contours,"Animation, Music",,,6 min,(2012 Music Video),"A music video for Dir en Grey's song ""Rinkaku (Contours)"".","Die,Dir en Grey,Kaoru,Kyo",,,,0,,2012,No
Soreike! Anpanman: Yuuki no Hana ga Hiraku Toki,Animation,,,56 min,(1999),,,,,,0,,1999,No
Fantasy,"Animation, Short",,,6 min,(1996),,,,,,0,,1996,No
Fantasy,"Animation, Short",,,4 min,(1996),,,,,,0,,1996,No
Haruka,"Short, Animation",,,6 min,(1994),,,,,,0,,1994,No
Daft Punk: Voyager,"Animation, Music",,,4 min,(2001 Music Video),,,,,,0,,2001,No
Bîru banzai,"Animation, Short",,,,(1935),,,,,,0,,1935,No
Shoujo to roudou,"Short, Animation",,,5 min,(1995),,,,,,0,,1995,No
Anarchy feat. Pushim: Magic Hour,"Animation, Music",,,3 min,(2011 Music Video),,,,,,0,,2011,No
Sukkavartaankatu 8,"Animation, Short, Biography",,,7 min,(2014),"She keeps finding small socks. Now, whose feet are feeling cold?",,,,,0,,2014,No
The Planet Without Me,"Animation, Short",,,,(2019),,,,,,0,,2019,No
Fûsen inu Tinny: Nandaka fushigi-na kyôryû no kuni,"Animation, Family",,,50 min,(2017),,,,,,0,,2017,No
Yamasuki Yamazaki,"Animation, Short",,,2 min,(2013),"When you're insanely happy, you're so happy to be happy, that you forget what made you happy. Shishi Yamazaki's film for her graduation show on January, 2013.",,,,,0,,2013,No
Yurucamp Have a Nice Day!,"Animation, Adventure, Comedy",,,,(2021 Video Game),,"Yumiri Hanamori,Sayuri Hara,Shizuka Itou,Rie Takahashi",,,,0,,2021,No
Rêbensuborun,"Animation, Short",,,11 min,(1996),,,,,,0,,1996,No
Ohana no ohimesama,"Animation, Short",,,,(1947),,,,,,0,,1947,No
Reiju: Akatsuki ni tokeru kizuna,"Animation, Short",,,25 min,(2006 Video),,,,,,0,,2006,No
Yoasobi: Halzion,"Animation, Music",,,3 min,(2020 Music Video),,,,,,0,,2020,No
Yoasobi: Rabureta,"Animation, Music",,,4 min,(2021 Music Video),,,,,,0,,2021,No
By Your Side,"Animation, Short",5.7,20,5 min,(2014),A little girl is playing piano with her bunnies when an earthquake shakes the house.,,,,20,0,,2014,No
My Hero Academia: Battle of All,"Animation, Action",6.7,34,,(2016 Video Game),,,,,34,0,,2016,No
Tours,"Animation, Short",,,4 min,(1995),,,,,,0,,1995,No
Betty & Painy Penguin,"Animation, Short",,,,(2010),,,,,,0,,2010,No
Bump of Chicken: Answer,"Animation, Music",,,,(2016 Music Video),,,,,,0,,2016,No
Hanabi,"Animation, Short",,,4 min,(1995),,,,,,0,,1995,No
Peti to Peinî pengin,"Animation, Short",,,13 min,(1995),,,,,,0,,1995,No
Sarukani gassen,"Animation, Short",,,3 min,(1995),,,,,,0,,1995,No
Youko Takahashi: Zankoku na tenshi no te-ze,"Animation, Short, Action",,,4 min,(2018 Music Video),,,,,,0,,2018,No
ChouCho: Tomoshibi Serenade,"Animation, Short, Adventure",,,3 min,(2022 Music Video),,,,,,0,,2022,No
Daft Punk: Face to Face,"Animation, Music",6.2,8,4 min,(2004 Music Video),,,,,8,0,,2004,No
The Mechanism of Spring,"Animation, Short, Comedy",5.6,29,5 min,(2012),Everybody is excited to see the arrival of spring. This film tries to depict the excitement spring brings.,,,,29,0,,2012,No
Suikyou,"Animation, Short",,,5 min,(1995),,,,,,0,,1995,No
Idolish7: Wish Voyage,Animation,,,,(2018 Music Video),Official music video for IDOLiSH7's song WiSH VOYAGE also released on the album of the same name.,,,,,0,,2018,No
Computer + Something,"Animation, Short",,,,(1969),,,,,,0,,1969,No
Kidô senshi Gandamu Yunikôn: Yunikôn no Hi,"Animation, Action, Adventure",,,50 min,(2010 Video),"A Neo-Zeon remnant group called the ""Sleeves"" travels to Side 4's Industrial 7 colony, so that its captain, Zinnerman, can receive a ""key"" to something known as ""Laplace's Box"" from Vist Foundation leader Cardeas Vist. The item is said to be capable of either restoring the future or destroying the world. Audrey Burne seeks to meet Vist first and convince him not to turn over Laplace's Box, believing the Sleeves will use it to start another war. Along the way, she is rescued by 16-year-old student Banagher Links, who agrees to take her to Vist. Meanwhile, a battle breaks out between the Federation's Londo Bell taskforce and the Sleeves. As the collateral damage rises, the colony is evacuated. Amidst the chaos, Banagher discovers the fatally wounded Cardeas Vist in the cockpit of the Unicorn Gundam. Before his death, Vist entrusts the Gundam to Banagher, who realizes that Vist is his father. Banagher then launches in the Unicorn and confronts the Sleeves' elite pilot, Marida Cruz, who is piloting the Kshatriya.",,,,,0,,2010,No
Touhou 5 Kaikidan: Mystic Square,"Animation, Action, Fantasy",8.4,6,,(1998 Video Game),"Mima and Yuka, final bosses of The Story of Eastern Wonderland and Lotus Land Story respectively, return as playable characters in this game. As so often is the case in Touhou games, something is amiss within the Eastern Country. A massive quantity of demons are pouring from a cave high within the mountains. Seeking the source of this invasion, Reimu Hakurei and others must travel through Makai to the one behind the problem.",,,,6,0,,1998,No
Someday's Dreamers II: Sora,"Animation, Drama, Romance",7.0,42,23 min,(2008– ),"Get ready for a second magical journey to the world of Someday's Dreamers, where spell-casting is a profession that requires both the proper training AND a license. It's to get that license and fulfill a promise made to her late father that young Sora Suzuki has made the long journey from her distant home in the countryside town of Biei to the big city of Tokyo. It's a daunting challenge, but she's got a little bit of talent, a charming personality and, most important of all, the promise of an internship. What she ISN'T expecting, though, is how different life in the city will be, especially the people themselves. While she gets along with the confident Asagi, Kuroda and the gentle Hiyori, she's completely confused with the mysterious boy Gouta. And yet, as a result of their internships they keep ending up in the same situations and slowly learning to understand more about each other than they ever imagined possible.","Kana Hanazawa,Marina Inoue,Tomoaki Maeno",,,42,0,,2008,Yes
Unicorn: Keep on Rock'n Roll,Animation,,,4 min,(2014 Music Video),,,,,,0,,2014,No
Pichikâto,"Animation, Short",,,2 min,(1996),,,,,,0,,1996,No
Zounosenaka,"Animation, Short",,,,(2007 Video),,,,,,0,,2007,No
Galactic Gale Baxinger,"Animation, Action, Adventure",6.2,8,25 min,(1982–1983),600 years after the previous TV series Jupiter has been demolished and a lot of planets have come from it. Don Diego gets his friends to combine into the powerful robot Baxinger.,,,,8,0,,1982,No
Konnamono mitsuketa,"Animation, Short",,,3 min,(1995),,,,,,0,,1995,No
Daft Punk: High Life,"Animation, Music",,,3 min,(2001 Music Video),,,,,,0,,2001,No
The Top-Heavy Frog,"Animation, Short",5.2,8,,(1957),,,,,8,0,,1957,No
Hanasaka-jijii,"Animation, Short",5.2,22,6 min,(1917),,,,,22,0,,1917,No
Kyuujitsu,"Animation, Short",,,1 min,(2014),,,,,,0,,2014,No
Kid's Castle,"Animation, Short",5.1,27,5 min,(1995),Koji Yamamura's active animation plunges into a child's playtime explorations. Fluid shifts in scale and a bubbling vocal soundtrack both channel a fresh imagination at work. Even a spilt glass of water holds the promise of adventure.,,Not Rated,,27,0,,1995,No
Kaidouryoku,"Animation, Short",,,6 min,(1994),,,,,,0,,1994,No
Awaiting,"Animation, Short, Drama",,,4 min,(2012),A very lonely man sits in a boat and waits for someone. For whom or why he is waiting is not really important. He wishes to hold on to the imaginary 'happiness' as long as possible because it can vanish in the blink of an eye.,,,,,0,,2012,No
Love at First Sight,"Animation, Short",,,5 min,(2011),,,,,,0,,2011,No
Shin Gengou Nyankogelion,Animation,,,,(2021 Music Video),,,,,,0,,2021,No
Tim Pepperoni feat. Moon Jam: God Slime,"Music, Animation",,,3 min,(2021 Music Video),,,,,,0,,2021,No
Kirinji: Rainy Runway,"Animation, Music",,,4 min,(2022 Music Video),,,,,,0,,2022,No
Rykey & Montana Joe Carter: Ur Choise Freestyle,"Animation, Music",,,4 min,(2021 Music Video),,,,,,0,,2021,No
ReN: Âa.,"Animation, Music",,,2 min,(2021 Music Video),,,,,,0,,2021,No
Bad Hop feat. Yzerr & Tiji Jojo: Kore igai,"Animation, Music",,,3 min,(2017 Music Video),,,,,,0,,2017,No
Lisachris: Stay,"Animation, Music",,,4 min,(2018 Music Video),,,,,,0,,2018,No
Pokémon: PokéRap GS,"Animation, Music",7.5,22,3 min,(2001 Music Video),A Pokemon rap music video with 150 new Pokemon.,"Jolan Boockvor,Jamily Gray,Johto,P.J. Lequerica",,,22,0,,2001,No
Nulbarich: Kiss Me,Animation,,,3 min,(2019 Music Video),,,,,,0,,2019,No
Yuiko Tsubokura: Bara no Soldier,"Animation, Action, Music",,,,(1989 Music Video),,,,,,0,,1989,No
Super Pants: Daitoukyou ni yuki ga furu,"Animation, Music",,,4 min,(2012 Music Video),,,,,,0,,2012,No
Peavis & Narisk feat. Kiki Vivi Lily: Continue!,"Animation, Music",,,3 min,(2022 Music Video),,,,,,0,,2022,No
Hololive Alternative 2,"Animation, Music",6.3,11,2 min,(2022 Music Video),Short Hololive animation featuring additional members from HololiveEN and HololiveID.,,,,11,0,,2022,No
Eve: Kororon,"Animation, Music",,,4 min,(2023 Music Video),,,,,,0,,2023,No
Kikuo: O Light,"Animation, Music",,,,(2016 Music Video),,,,,,0,,2016,No
Shoujo kakumei Utena: Itsuka kakumei sareru monogatari,"Animation, Adventure",,,,(1998 Video Game),,,,,,0,,1998,No
SMTK feat. Zozhit: Otoshi Ana,Animation,,,3 min,(2020 Music Video),,,,,,0,,2020,No
Zunda Horizon,"Animation, Short, Action",,,24 min,(2017),,,,,,0,,2017,No
Merc Storia,"Animation, Action, Adventure",,,,(2014 Video Game),,,,,,0,,2014,No
Daze,"Animation, Musical",,,,(2014 Music Video),,,,,,0,,2014,No
Bronze: Kouji Nanjo Cathexis,"Animation, Music",5.8,11,30 min,(1994 Music Video),,,,,11,0,,1994,No
Sloppy Dim: Human,"Animation, Music",,,2 min,(2021 Music Video),,,,,,0,,2021,No
Lisachris: Electro Fujiko,"Music, Animation",,,3 min,(2019 Music Video),,,,,,0,,2019,No
Minami: Lilac,"Animation, Music",,,,(2018 Music Video),,,,,,0,,2018,No
Bloom Vase: Childays,"Animation, Music",,,3 min,(2020 Music Video),,,,,,0,,2020,No
"Xoxo, Panda: The New Kid Revival","Animation, Music",,,3 min,(2007 Music Video),,,,,,0,,2007,No
